,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
4145,Essendon North,1/48 Keilor Rd,2,u,340000.0,SP,Nelson,18/06/2016,9.4,3041.0,2.0,1.0,1.0,0.0,65.0,1960.0,Moonee Valley City Council,-37.7433,144.9074,Western Metropolitan,1308.0
4146,Essendon North,2/31 Greville St,3,u,765000.0,S,Nelson,19/11/2016,9.4,3041.0,3.0,2.0,1.0,0.0,134.0,2002.0,Moonee Valley City Council,-37.7364,144.8977,Western Metropolitan,1308.0
4148,Essendon North,2/26 Renown St,3,u,712000.0,S,Nelson,22/08/2016,9.4,3041.0,3.0,2.0,2.0,189.0,104.0,2009.0,Moonee Valley City Council,-37.7374,144.9006,Western Metropolitan,1308.0
4151,Fairfield,150 Gillies St,3,h,1250000.0,VB,Jellis,3/09/2016,5.8,3078.0,3.0,2.0,0.0,327.0,144.0,1910.0,Darebin City Council,-37.7723,145.0179,Northern Metropolitan,2970.0
4153,Fairfield,7 Rathmines St,3,h,1350000.0,PI,McGrath,3/12/2016,5.8,3078.0,3.0,1.0,2.0,309.0,110.0,2000.0,Darebin City Council,-37.7828,145.0154,Northern Metropolitan,2970.0
4158,Fairfield,229 Rathmines St,2,h,1220000.0,S,Jellis,7/05/2016,5.8,3078.0,2.0,1.0,2.0,537.0,92.0,1950.0,Darebin City Council,-37.7689,145.0177,Northern Metropolitan,2970.0
4159,Fairfield,197 Station St,4,h,1160000.0,PI,Nelson,7/05/2016,5.8,3078.0,4.0,2.0,1.0,381.0,145.0,1890.0,Darebin City Council,-37.7735,145.0192,Northern Metropolitan,2970.0
4160,Fairfield,2/115 Gillies St,2,u,505000.0,PI,Nelson,7/11/2016,5.8,3078.0,2.0,1.0,1.0,0.0,70.0,1970.0,Darebin City Council,-37.7755,145.0178,Northern Metropolitan,2970.0
4162,Fairfield,20/262 Heidelberg Rd,2,u,602000.0,S,Jellis,7/11/2016,5.8,3078.0,2.0,1.0,1.0,0.0,77.0,2013.0,Darebin City Council,-37.7845,145.0105,Northern Metropolitan,2970.0
4163,Fairfield,3/260 Rathmines St,3,t,846000.0,SP,Love,8/10/2016,5.8,3078.0,3.0,1.0,1.0,185.0,107.0,1990.0,Darebin City Council,-37.7665,145.0175,Northern Metropolitan,2970.0
4165,Fairfield,7/223 Station St,2,u,400000.0,VB,Nelson,10/09/2016,5.8,3078.0,2.0,1.0,1.0,0.0,68.0,1970.0,Darebin City Council,-37.7719,145.0195,Northern Metropolitan,2970.0
4167,Fairfield,7/59 Rathmines St,2,u,445000.0,S,Nelson,10/12/2016,5.8,3078.0,2.0,1.0,1.0,0.0,56.0,1970.0,Darebin City Council,-37.7782,145.0162,Northern Metropolitan,2970.0
4170,Fairfield,88 Perry St,4,h,1730000.0,S,Jellis,15/10/2016,5.8,3078.0,4.0,2.0,2.0,490.0,226.0,2007.0,Darebin City Council,-37.7749,145.0242,Northern Metropolitan,2970.0
4175,Fairfield,1/72 Rathmines St,2,u,510000.0,S,hockingstuart,18/03/2017,5.8,3078.0,2.0,1.0,1.0,1658.0,68.0,1970.0,Darebin City Council,-37.7781,145.0157,Northern Metropolitan,2970.0
4182,Fairfield,52 Rayment St,3,h,1350000.0,VB,Nelson,19/11/2016,5.8,3078.0,3.0,1.0,4.0,553.0,109.0,1930.0,Darebin City Council,-37.7728,145.0214,Northern Metropolitan,2970.0
4183,Fairfield,254 Rathmines St,4,h,2000000.0,VB,Nelson,22/05/2016,5.8,3078.0,4.0,3.0,2.0,575.0,280.0,2015.0,Darebin City Council,-37.7671,145.0176,Northern Metropolitan,2970.0
4186,Fairfield,4/224 Arthur St,2,t,805000.0,S,McGrath,24/09/2016,5.8,3078.0,2.0,1.0,1.0,140.0,2.0,2008.0,Darebin City Council,-37.7697,145.0203,Northern Metropolitan,2970.0
4189,Fairfield,225 Gillies St,3,h,1055000.0,S,Collins,27/06/2016,5.8,3078.0,3.0,1.0,2.0,382.0,140.0,1950.0,Darebin City Council,-37.7696,145.0188,Northern Metropolitan,2970.0
4190,Fairfield,15/262 Heidelberg Rd,2,u,548000.0,SP,Nelson,27/06/2016,5.8,3078.0,2.0,1.0,1.0,0.0,68.0,2014.0,Darebin City Council,-37.7845,145.0105,Northern Metropolitan,2970.0
4191,Fairfield,189 Rathmines St,3,h,1500000.0,S,McGrath,27/11/2016,5.8,3078.0,3.0,1.0,1.0,0.0,126.0,1910.0,Darebin City Council,-37.7714,145.0173,Northern Metropolitan,2970.0
4192,Fairfield,1/203 Station St,2,u,600000.0,VB,Jellis,27/11/2016,5.8,3078.0,2.0,1.0,2.0,0.0,75.0,1970.0,Darebin City Council,-37.7732,145.0193,Northern Metropolitan,2970.0
4196,Fairfield,1/240 Arthur St,2,u,545000.0,SP,McGrath,28/08/2016,5.8,3078.0,2.0,1.0,1.0,0.0,77.0,2002.0,Darebin City Council,-37.7682,145.0209,Northern Metropolitan,2970.0
4198,Fairfield,147 Gillies St,3,h,1375000.0,S,McGrath,28/08/2016,5.8,3078.0,3.0,1.0,1.0,496.0,122.0,1910.0,Darebin City Council,-37.7737,145.018,Northern Metropolitan,2970.0
4200,Fitzroy,3/18 Hanover St,3,h,1252000.0,S,Nelson,3/09/2016,1.6,3065.0,3.0,2.0,2.0,0.0,137.0,2004.0,Yarra City Council,-37.8029,144.975,Northern Metropolitan,5825.0
4203,Fitzroy,4/113 Cecil St,2,u,810000.0,S,Jellis,6/08/2016,1.6,3065.0,2.0,1.0,2.0,0.0,71.0,1965.0,Yarra City Council,-37.7941,144.9802,Northern Metropolitan,5825.0
4207,Fitzroy,199 Moor St,1,h,947500.0,S,Nelson,7/11/2016,1.6,3065.0,1.0,1.0,0.0,87.0,66.0,1980.0,Yarra City Council,-37.8019,144.9821,Northern Metropolitan,5825.0
4211,Fitzroy,291 George St,2,h,1460000.0,PI,Nelson,12/11/2016,1.6,3065.0,2.0,1.0,0.0,0.0,105.0,1890.0,Yarra City Council,-37.8006,144.9814,Northern Metropolitan,5825.0
4213,Fitzroy,7/56 Leicester St,2,t,880000.0,S,Nelson,13/08/2016,1.6,3065.0,2.0,2.0,2.0,0.0,105.0,2000.0,Yarra City Council,-37.7953,144.9775,Northern Metropolitan,5825.0
4214,Fitzroy,52 Nicholson St,4,h,3310000.0,S,Caine,13/08/2016,1.6,3065.0,4.0,4.0,2.0,337.0,291.0,1854.0,Yarra City Council,-37.8052,144.9739,Northern Metropolitan,5825.0
4219,Fitzroy,431 George St,3,h,1250000.0,PI,Nelson,17/09/2016,1.6,3065.0,3.0,1.0,1.0,113.0,105.0,1890.0,Yarra City Council,-37.7966,144.9821,Northern Metropolitan,5825.0
4223,Fitzroy,31 Bell St,4,h,1950000.0,S,Nelson,18/06/2016,1.6,3065.0,4.0,1.0,0.0,177.0,152.0,1890.0,Yarra City Council,-37.7999,144.9759,Northern Metropolitan,5825.0
4228,Fitzroy,113/300 Young St,1,u,465000.0,SP,Jellis,19/11/2016,1.6,3065.0,1.0,1.0,1.0,0.0,52.0,2011.0,Yarra City Council,-37.7974,144.9799,Northern Metropolitan,5825.0
4229,Fitzroy,60 Bell St,4,h,1620000.0,S,Nelson,22/05/2016,1.6,3065.0,3.0,2.0,1.0,132.0,165.0,1880.0,Yarra City Council,-37.8004,144.9768,Northern Metropolitan,5825.0
4232,Fitzroy,10/5 St David St,3,u,850000.0,VB,Nelson,22/05/2016,1.6,3065.0,3.0,2.0,1.0,2782.0,115.0,2000.0,Yarra City Council,-37.8005,144.9787,Northern Metropolitan,5825.0
4234,Fitzroy,84 Kerr St,2,h,1122000.0,S,Nelson,22/08/2016,1.6,3065.0,2.0,1.0,0.0,106.0,101.0,1890.0,Yarra City Council,-37.7968,144.9781,Northern Metropolitan,5825.0
4237,Fitzroy,107 Cecil St,2,h,1300000.0,S,Nelson,24/09/2016,1.6,3065.0,2.0,1.0,1.0,157.0,110.0,1900.0,Yarra City Council,-37.7941,144.98,Northern Metropolitan,5825.0
4240,Fitzroy,8/98 George St,1,u,420000.0,S,Caine,25/02/2017,1.6,3065.0,1.0,1.0,1.0,782.0,42.0,1975.0,Yarra City Council,-37.8055,144.9809,Northern Metropolitan,5825.0
4241,Fitzroy,101/416 Gore St,2,u,715000.0,S,Nelson,26/07/2016,1.6,3065.0,2.0,1.0,1.0,0.0,74.0,1900.0,Yarra City Council,-37.7967,144.9836,Northern Metropolitan,5825.0
4244,Fitzroy,116 Leicester St,2,h,800000.0,VB,Harrington,27/06/2016,1.6,3065.0,2.0,2.0,1.0,64.0,138.0,1995.0,Yarra City Council,-37.7956,144.9804,Northern Metropolitan,5825.0
4245,Fitzroy,9/56 Leicester St,2,t,710000.0,S,Jellis,27/06/2016,1.6,3065.0,2.0,1.0,1.0,0.0,90.0,2002.0,Yarra City Council,-37.7953,144.9775,Northern Metropolitan,5825.0
4246,Fitzroy,6/226 Moor St,2,u,630000.0,VB,hockingstuart,27/06/2016,1.6,3065.0,2.0,1.0,1.0,0.0,70.0,2007.0,Yarra City Council,-37.8024,144.9835,Northern Metropolitan,5825.0
4247,Fitzroy,17 Bell St,4,h,4011000.0,S,Nelson,27/11/2016,1.6,3065.0,4.0,3.0,2.0,286.0,275.0,1890.0,Yarra City Council,-37.7999,144.9755,Northern Metropolitan,5825.0
4251,Fitzroy North,233/4 Bik La,2,u,700000.0,SP,Woodards,3/09/2016,3.5,3068.0,2.0,2.0,1.0,4332.0,85.0,2010.0,Moreland City Council,-37.7846,144.9785,Northern Metropolitan,6244.0
4252,Fitzroy North,470 Brunswick St,2,h,860000.0,S,Woodards,3/09/2016,3.5,3068.0,2.0,1.0,0.0,104.0,70.0,1880.0,Moreland City Council,-37.7927,144.9796,Northern Metropolitan,6244.0
4253,Fitzroy North,50 Freeman St,2,h,870000.0,S,Nelson,3/09/2016,3.5,3068.0,2.0,1.0,0.0,107.0,64.0,1910.0,Moreland City Council,-37.7898,144.9794,Northern Metropolitan,6244.0
4255,Fitzroy North,2 Pilkington St,4,h,1450000.0,VB,Nelson,3/09/2016,3.5,3068.0,4.0,2.0,1.0,266.0,175.0,1950.0,Moreland City Council,-37.7797,144.9861,Northern Metropolitan,6244.0
4261,Fitzroy North,7/14 Rae St,1,u,358500.0,SP,Jellis,4/03/2017,3.5,3068.0,1.0,1.0,1.0,0.0,40.0,1975.0,Moreland City Council,-37.7925,144.9786,Northern Metropolitan,6244.0
4263,Fitzroy North,51 Rae St,2,h,770000.0,SA,Nicholson,4/06/2016,3.5,3068.0,2.0,2.0,1.0,134.0,151.0,1905.0,Moreland City Council,-37.7916,144.9784,Northern Metropolitan,6244.0
4265,Fitzroy North,92 Scotchmer St,2,h,1008000.0,S,LITTLE,6/08/2016,3.5,3068.0,2.0,1.0,1.0,150.0,77.0,1890.0,Moreland City Council,-37.7833,144.9819,Northern Metropolitan,6244.0
4266,Fitzroy North,5/35 Jamieson St,3,t,1015000.0,S,Collins,8/10/2016,3.5,3068.0,3.0,2.0,1.0,112.0,145.0,2000.0,Moreland City Council,-37.7912,144.9825,Northern Metropolitan,6244.0
4267,Fitzroy North,780 Brunswick St,3,h,1371000.0,S,Nelson,10/09/2016,3.5,3068.0,2.0,1.0,1.0,197.0,128.0,1900.0,Moreland City Council,-37.7835,144.9816,Northern Metropolitan,6244.0
4271,Fitzroy North,201A Clauscen St,3,h,1286000.0,S,Holland,10/12/2016,3.5,3068.0,3.0,1.0,0.0,275.0,116.0,1915.0,Moreland City Council,-37.7779,144.9862,Northern Metropolitan,6244.0
4274,Fitzroy North,26 Scotchmer St,3,t,1600000.0,VB,Jellis,10/12/2016,3.5,3068.0,3.0,3.0,1.0,188.0,129.0,2000.0,Moreland City Council,-37.7829,144.9788,Northern Metropolitan,6244.0
4280,Fitzroy North,74 Barkly St,4,h,1950000.0,S,Nelson,14/05/2016,3.5,3068.0,4.0,2.0,2.0,233.0,216.0,1890.0,Moreland City Council,-37.7786,144.9818,Northern Metropolitan,6244.0
4281,Fitzroy North,79 Delbridge St,4,h,3400000.0,S,Nelson,14/05/2016,3.5,3068.0,3.0,2.0,1.0,445.0,175.0,1890.0,Moreland City Council,-37.786,144.9864,Northern Metropolitan,6244.0
4282,Fitzroy North,70 Park St,4,h,1785000.0,S,Nelson,14/05/2016,3.5,3068.0,4.0,2.0,1.0,188.0,165.0,1900.0,Moreland City Council,-37.7815,144.9869,Northern Metropolitan,6244.0
4287,Fitzroy North,2 Scotchmer St,2,h,1210000.0,S,Nelson,15/10/2016,3.5,3068.0,2.0,1.0,1.0,223.0,118.0,1885.0,Moreland City Council,-37.7829,144.9782,Northern Metropolitan,6244.0
4288,Fitzroy North,111 Best St,3,h,1275000.0,SP,Nelson,16/04/2016,3.5,3068.0,3.0,2.0,1.0,104.0,110.0,1890.0,Moreland City Council,-37.7813,144.9834,Northern Metropolitan,6244.0
4294,Fitzroy North,35 Birkenhead St,2,h,1290000.0,S,Chambers,18/03/2017,3.5,3068.0,2.0,1.0,0.0,136.0,92.0,1890.0,Moreland City Council,-37.7819,144.9824,Northern Metropolitan,6244.0
4295,Fitzroy North,8/3 Miller St,2,t,750000.0,S,Woodards,18/03/2017,3.5,3068.0,2.0,2.0,2.0,0.0,95.0,2002.0,Moreland City Council,-37.7761,144.9792,Northern Metropolitan,6244.0
4297,Fitzroy North,23/86 Queens Pde,2,u,675000.0,SP,Nelson,18/03/2017,3.5,3068.0,2.0,1.0,2.0,0.0,92.0,2010.0,Moreland City Council,-37.7918,144.9824,Northern Metropolitan,6244.0
4298,Fitzroy North,44 Reid St,4,t,1700000.0,VB,Jellis,18/03/2017,3.5,3068.0,4.0,3.0,2.0,127.0,209.0,2008.0,Moreland City Council,-37.7855,144.9789,Northern Metropolitan,6244.0
4301,Fitzroy North,3 Curtain Pl,3,t,1080000.0,S,Jellis,19/11/2016,3.5,3068.0,3.0,2.0,1.0,77.0,133.0,2016.0,Moreland City Council,-37.7923,144.9776,Northern Metropolitan,6244.0
4304,Fitzroy North,273 Glenlyon Rd,2,h,1222500.0,S,Chambers,19/11/2016,3.5,3068.0,2.0,1.0,2.0,487.0,105.0,1940.0,Moreland City Council,-37.7737,144.9822,Northern Metropolitan,6244.0
4309,Fitzroy North,181 Rae St,2,h,937500.0,S,Jellis,23/04/2016,3.5,3068.0,2.0,1.0,0.0,100.0,72.0,1890.0,Moreland City Council,-37.788000000000004,144.9791,Northern Metropolitan,6244.0
4313,Fitzroy North,191 Scotchmer St,3,h,1300000.0,VB,Nelson,26/07/2016,3.5,3068.0,3.0,1.0,1.0,203.0,110.0,1890.0,Moreland City Council,-37.7834,144.9862,Northern Metropolitan,6244.0
4316,Fitzroy North,717 Brunswick St,3,h,1300000.0,S,Collins,27/11/2016,3.5,3068.0,3.0,2.0,0.0,127.0,135.0,1890.0,Moreland City Council,-37.7851,144.9809,Northern Metropolitan,6244.0
4318,Fitzroy North,205 Scotchmer St,3,h,2150000.0,S,Nelson,27/11/2016,3.5,3068.0,3.0,2.0,0.0,202.0,307.0,1898.0,Moreland City Council,-37.7835,144.9867,Northern Metropolitan,6244.0
4321,Fitzroy North,168 Scotchmer St,3,h,1581000.0,S,Jellis,28/05/2016,3.5,3068.0,3.0,1.0,0.0,193.0,132.0,1910.0,Moreland City Council,-37.7836,144.985,Northern Metropolitan,6244.0
4322,Fitzroy North,12/262 Barkly St,2,u,602000.0,S,Nelson,28/08/2016,3.5,3068.0,2.0,1.0,1.0,0.0,48.0,1980.0,Moreland City Council,-37.7794,144.989,Northern Metropolitan,6244.0
4323,Fitzroy North,5/118 Miller St,2,h,650000.0,PI,Nelson,28/08/2016,3.5,3068.0,2.0,1.0,1.0,0.0,75.0,1980.0,Moreland City Council,-37.777,144.9838,Northern Metropolitan,6244.0
4326,Fitzroy North,55 Seacombe St,3,h,1450000.0,S,Nelson,28/08/2016,3.5,3068.0,3.0,2.0,1.0,118.0,103.0,1905.0,Moreland City Council,-37.7839,144.9807,Northern Metropolitan,6244.0
4332,Flemington,3/39 Dover St,2,u,365000.0,PI,Rendina,3/12/2016,4.4,3031.0,2.0,1.0,1.0,0.0,60.0,1970.0,Melbourne City Council,-37.7833,144.9255,Northern Metropolitan,3593.0
4335,Flemington,8/39 Dover St,2,u,425000.0,SP,Hodges,4/03/2017,4.4,3031.0,2.0,1.0,1.0,0.0,63.0,1970.0,Melbourne City Council,-37.7833,144.9255,Northern Metropolitan,3593.0
4340,Flemington,1/15 Dartford St,2,u,391000.0,S,Nelson,8/10/2016,4.4,3031.0,2.0,1.0,1.0,0.0,59.0,1970.0,Melbourne City Council,-37.7825,144.9239,Northern Metropolitan,3593.0
4342,Flemington,11 Finsbury St,3,h,1130000.0,S,Nelson,8/10/2016,4.4,3031.0,3.0,1.0,0.0,294.0,140.0,1900.0,Melbourne City Council,-37.7856,144.9292,Northern Metropolitan,3593.0
4343,Flemington,43 Finsbury St,3,h,1110000.0,PI,Nelson,8/10/2016,4.4,3031.0,3.0,1.0,1.0,272.0,131.0,1885.0,Melbourne City Council,-37.7857,144.931,Northern Metropolitan,3593.0
4345,Flemington,107 Shields St,2,h,918000.0,S,Nelson,10/09/2016,4.4,3031.0,2.0,1.0,0.0,136.0,78.0,1900.0,Melbourne City Council,-37.7839,144.9343,Northern Metropolitan,3593.0
4346,Flemington,59 Victoria St,2,h,730000.0,SP,Nelson,10/09/2016,4.4,3031.0,2.0,1.0,1.0,140.0,98.0,1890.0,Melbourne City Council,-37.7867,144.9342,Northern Metropolitan,3593.0
4348,Flemington,21 Wisewould St,2,h,855000.0,SP,Nelson,10/12/2016,4.4,3031.0,2.0,1.0,0.0,225.0,85.0,1930.0,Melbourne City Council,-37.7849,144.9197,Northern Metropolitan,3593.0
4354,Flemington,61 Canterbury St,3,h,1012000.0,S,Australian,13/08/2016,4.4,3031.0,3.0,1.0,1.0,212.0,102.0,1930.0,Melbourne City Council,-37.7818,144.9247,Northern Metropolitan,3593.0
4359,Flemington,3/39 Dover St,2,u,395000.0,PI,Rendina,15/10/2016,4.4,3031.0,2.0,1.0,1.0,0.0,60.0,1970.0,Melbourne City Council,-37.7833,144.9255,Northern Metropolitan,3593.0
4363,Flemington,12/132 Princes St,2,u,556000.0,S,Woodards,16/07/2016,4.4,3031.0,2.0,2.0,1.0,0.0,79.0,2009.0,Melbourne City Council,-37.784,144.9356,Northern Metropolitan,3593.0
4365,Flemington,5/60 Farnham St,1,u,345000.0,SP,Nelson,18/06/2016,4.4,3031.0,1.0,1.0,1.0,0.0,46.0,1970.0,Melbourne City Council,-37.7826,144.9311,Northern Metropolitan,3593.0
4366,Flemington,29 Finsbury St,3,h,1100000.0,VB,Nelson,18/06/2016,4.4,3031.0,3.0,2.0,0.0,179.0,150.0,1900.0,Melbourne City Council,-37.7857,144.9305,Northern Metropolitan,3593.0
4370,Flemington,8/300 Racecourse Rd,1,u,395000.0,SP,Nelson,25/02/2017,4.4,3031.0,1.0,1.0,1.0,818.0,50.0,1880.0,Melbourne City Council,-37.788000000000004,144.9306,Northern Metropolitan,3593.0
4373,Flemington,4 Farnham St,3,h,1115000.0,S,Nelson,27/11/2016,4.4,3031.0,3.0,1.0,1.0,244.0,84.0,1940.0,Melbourne City Council,-37.7823,144.9278,Northern Metropolitan,3593.0
4374,Flemington,5/121 Wellington St,2,u,420500.0,S,Jellis,28/05/2016,4.4,3031.0,2.0,1.0,1.0,0.0,52.0,1970.0,Melbourne City Council,-37.783,144.93200000000002,Northern Metropolitan,3593.0
4379,Footscray,4 Adelaide St,4,h,1225000.0,SP,Nelson,3/12/2016,6.4,3011.0,4.0,2.0,1.0,319.0,130.0,1915.0,Maribyrnong City Council,-37.7943,144.8875,Western Metropolitan,7570.0
4381,Footscray,9 Lynch St,3,h,1003000.0,S,Naison,3/12/2016,6.4,3011.0,3.0,1.0,1.0,292.0,98.0,1900.0,Maribyrnong City Council,-37.797,144.9051,Western Metropolitan,7570.0
4382,Footscray,25 Southampton St,3,h,840000.0,S,Sweeney,3/12/2016,6.4,3011.0,3.0,1.0,0.0,164.0,93.0,1900.0,Maribyrnong City Council,-37.7959,144.8863,Western Metropolitan,7570.0
4383,Footscray,37 Stirling St,3,h,1362000.0,S,Village,3/12/2016,6.4,3011.0,3.0,2.0,0.0,497.0,156.0,1890.0,Maribyrnong City Council,-37.7958,144.9024,Western Metropolitan,7570.0
4384,Footscray,58 Wolverhampton St,4,h,977000.0,S,Village,3/12/2016,6.4,3011.0,4.0,2.0,1.0,154.0,161.0,2007.0,Maribyrnong City Council,-37.7983,144.8911,Western Metropolitan,7570.0
4385,Footscray,2/3 Eldridge St,1,u,216000.0,S,Sweeney,4/02/2016,6.4,3011.0,1.0,1.0,1.0,0.0,50.0,1970.0,Maribyrnong City Council,-37.7907,144.8924,Western Metropolitan,7570.0
4386,Footscray,8 Buckingham St,3,h,876000.0,S,Jas,4/03/2017,6.4,3011.0,3.0,2.0,2.0,204.0,106.0,1990.0,Maribyrnong City Council,-37.8012,144.8921,Western Metropolitan,7570.0
4387,Footscray,1/3 Eldridge St,1,u,227000.0,S,Sweeney,4/03/2017,6.4,3011.0,1.0,1.0,1.0,0.0,52.0,1970.0,Maribyrnong City Council,-37.7907,144.8924,Western Metropolitan,7570.0
4388,Footscray,1/15 Geelong Rd,4,t,841000.0,S,Jellis,4/03/2017,6.4,3011.0,4.0,2.0,2.0,250.0,160.0,2000.0,Maribyrnong City Council,-37.7959,144.8989,Western Metropolitan,7570.0
4389,Footscray,9/55 Moreland St,2,u,605000.0,SP,Jas,4/03/2017,6.4,3011.0,2.0,1.0,3.0,2794.0,87.0,2000.0,Maribyrnong City Council,-37.8044,144.9064,Western Metropolitan,7570.0
4390,Footscray,1/30 Pickett St,2,u,305000.0,PI,Burnham,4/03/2017,6.4,3011.0,2.0,1.0,1.0,47.0,35.0,2013.0,Maribyrnong City Council,-37.8014,144.8959,Western Metropolitan,7570.0
4392,Footscray,5/28 Eleanor St,2,t,480000.0,PI,Jas,6/08/2016,6.4,3011.0,2.0,1.0,1.0,556.0,75.0,2010.0,Maribyrnong City Council,-37.7919,144.8854,Western Metropolitan,7570.0
4394,Footscray,8 McCubbin St,3,h,910000.0,S,Village,6/08/2016,6.4,3011.0,3.0,1.0,1.0,361.0,118.0,1940.0,Maribyrnong City Council,-37.7913,144.8879,Western Metropolitan,7570.0
4395,Footscray,6/114 Commercial Rd,1,u,291000.0,PI,Sweeney,7/05/2016,6.4,3011.0,1.0,1.0,1.0,665.0,46.0,1970.0,Maribyrnong City Council,-37.7978,144.8918,Western Metropolitan,7570.0
4398,Footscray,8 Jerrold St,2,h,752000.0,SP,Jas,7/05/2016,6.4,3011.0,2.0,1.0,0.0,215.0,98.0,1910.0,Maribyrnong City Council,-37.7922,144.891,Western Metropolitan,7570.0
4400,Footscray,32 Commercial Rd,3,h,1155000.0,S,Burnham,7/11/2016,6.4,3011.0,3.0,1.0,3.0,585.0,120.0,1950.0,Maribyrnong City Council,-37.7941,144.8924,Western Metropolitan,7570.0
4403,Footscray,1/13 Essex St,3,h,853000.0,S,Village,8/10/2016,6.4,3011.0,3.0,1.0,1.0,0.0,141.0,2010.0,Maribyrnong City Council,-37.7962,144.8851,Western Metropolitan,7570.0
4405,Footscray,6/11 Nicholson St,3,u,480000.0,S,Nelson,8/10/2016,6.4,3011.0,3.0,1.0,1.0,0.0,90.0,1985.0,Maribyrnong City Council,-37.7949,144.9007,Western Metropolitan,7570.0
4406,Footscray,3 Park St,4,h,775000.0,S,Sweeney,8/10/2016,6.4,3011.0,2.0,1.0,2.0,277.0,87.0,1890.0,Maribyrnong City Council,-37.7901,144.8883,Western Metropolitan,7570.0
4410,Footscray,8/19 Empire St,2,u,281000.0,S,Sweeney,10/12/2016,6.4,3011.0,2.0,1.0,1.0,0.0,65.0,1980.0,Maribyrnong City Council,-37.7891,144.8912,Western Metropolitan,7570.0
4411,Footscray,1 Stanlake St,4,h,1300000.0,S,hockingstuart,10/12/2016,6.4,3011.0,4.0,2.0,3.0,0.0,190.0,1950.0,Maribyrnong City Council,-37.7923,144.8848,Western Metropolitan,7570.0
4412,Footscray,2/10 Swan St,3,t,714000.0,S,Jas,10/12/2016,6.4,3011.0,3.0,2.0,2.0,164.0,3.0,2008.0,Maribyrnong City Council,-37.7948,144.8868,Western Metropolitan,7570.0
4414,Footscray,211A Ballarat Rd,2,h,950000.0,PI,Burnham,11/02/2017,6.4,3011.0,2.0,1.0,2.0,657.0,92.0,1940.0,Maribyrnong City Council,-37.7909,144.8884,Western Metropolitan,7570.0
4417,Footscray,120 MacPherson St,3,h,760000.0,S,Biggin,12/06/2016,6.4,3011.0,3.0,1.0,1.0,265.0,115.0,1910.0,Maribyrnong City Council,-37.7975,144.8894,Western Metropolitan,7570.0
4418,Footscray,3/53 Whitehall St,2,u,420000.0,VB,Village,12/06/2016,6.4,3011.0,2.0,1.0,1.0,0.0,75.0,2010.0,Maribyrnong City Council,-37.8042,144.9049,Western Metropolitan,7570.0
4422,Footscray,36 Windsor St,3,h,932000.0,S,Jas,13/08/2016,6.4,3011.0,2.0,1.0,1.0,451.0,130.0,1910.0,Maribyrnong City Council,-37.8023,144.8915,Western Metropolitan,7570.0
4423,Footscray,95 Gordon St,3,h,780000.0,S,Jas,14/05/2016,6.4,3011.0,3.0,1.0,2.0,323.0,129.0,1900.0,Maribyrnong City Council,-37.7935,144.8893,Western Metropolitan,7570.0
4424,Footscray,4/5 Empire St,2,u,295000.0,SP,Gunn&Co,15/10/2016,6.4,3011.0,2.0,1.0,1.0,0.0,69.0,1960.0,Maribyrnong City Council,-37.7903,144.891,Western Metropolitan,7570.0
4425,Footscray,3/23 Pickett St,2,u,433000.0,SP,Jas,15/10/2016,6.4,3011.0,2.0,1.0,1.0,0.0,66.0,2012.0,Maribyrnong City Council,-37.8017,144.8957,Western Metropolitan,7570.0
4426,Footscray,9/6 Rosamond Rd,2,t,410000.0,SP,Rendina,15/10/2016,6.4,3011.0,2.0,2.0,1.0,65.0,80.0,2014.0,Maribyrnong City Council,-37.7881,144.8838,Western Metropolitan,7570.0
4427,Footscray,53 Ryan St,2,h,1170000.0,S,Sweeney,15/10/2016,6.4,3011.0,2.0,1.0,1.0,184.0,103.0,1900.0,Maribyrnong City Council,-37.7988,144.90200000000002,Western Metropolitan,7570.0
4428,Footscray,105/72 Cross St,1,u,375000.0,S,Biggin,16/04/2016,6.4,3011.0,1.0,1.0,1.0,0.0,50.0,1920.0,Maribyrnong City Council,-37.8006,144.881,Western Metropolitan,7570.0
4430,Footscray,2 Buckingham St,3,h,747000.0,S,Jas,16/07/2016,6.4,3011.0,3.0,1.0,1.0,246.0,120.0,1940.0,Maribyrnong City Council,-37.8012,144.8924,Western Metropolitan,7570.0
4433,Footscray,88 Eleanor St,3,h,775000.0,SP,Sweeney,16/07/2016,6.4,3011.0,3.0,1.0,1.0,242.0,99.0,1920.0,Maribyrnong City Council,-37.7956,144.8848,Western Metropolitan,7570.0
4435,Footscray,13/41 Moreland St,2,u,571000.0,S,hockingstuart,16/07/2016,6.4,3011.0,2.0,2.0,1.0,0.0,78.0,2013.0,Maribyrnong City Council,-37.8025,144.9073,Western Metropolitan,7570.0
4439,Footscray,8/33 Gordon St,1,u,305000.0,S,Burnham,17/09/2016,6.4,3011.0,1.0,1.0,1.0,59.0,70.0,1965.0,Maribyrnong City Council,-37.7903,144.8899,Western Metropolitan,7570.0
4440,Footscray,31 Southampton St,3,h,860500.0,S,Burnham,17/09/2016,6.4,3011.0,3.0,2.0,2.0,322.0,228.0,1980.0,Maribyrnong City Council,-37.7963,144.8862,Western Metropolitan,7570.0
